start	end	text
5851337	5873268	Everything we have discussed, everything we have heard today only confirm that in this world fragmented, as the title of the conference says, with the perhaps for the first time situation where the UN in itself is being questioned
5874128	5887477	the institution is being put between brackets, its future is in doubt, then the choice of the person
5889142	5899888	who is going to be leading this organization over the next few years becomes a dramatic choice for all of us.
5902029	5913836	It's not because the UN is there and there is a charter and the charter is a timeless piece for all of us that the UN is going to be called to fulfill its role.
5914657	5916618	It's when the UN can add
5917327	5921351	value is when the UN can solve problems, that we are going to see that.
5921831	5929718	And I've seen that personally in the battlefields of the war, protecting a nuclear power plant from a disaster.
5930218	5937885	We have seen it now when we are trying to solve one of the most intractable conflicts around the nuclear
5938876	5941238	programme of a country in the Middle East.
5941638	5946302	The multilateral institution is needed at that time.
5946742	5950445	So, a moment of choice and let's make the right decision.
5951184	5952324	And the time is up.
5952484	5953044	Wow.
5953124	5958385	We have heard from the five candidates who are here with us here in Jeju.
5958485	5961626	It was always going to be a struggle to keep you all on time.
5961946	5974709	I have to say we're only 10 minutes over, but thank you all and best of luck to all six of the candidates who are vying for this very crucial role as the next Secretary General of the United Nations.
5974949	5980630	As we heard from Ban Ki-moon himself, he doesn't envy you, but I'm sure you'll all do as
5981733	5981974	job.
5982396	5984806	Once again, a big round of applause to our candidates, please.
6022527	6026208	The world is no longer connected.
6026368	6029569	We are moving in different directions.
6047480	6049466	How far and fast can this actually go?
6049546	6050509	No more declarations.
6050529	6052596	We need to turn these promises into reality.
6052616	6053659	It's breaking apart!
